locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNDGMFLB_03688	CDS	717	lutA_2		COG0247	Lactate utilization protein A
KNDGMFLB_03689	CDS	603	desR_2		COG2197	Transcriptional regulatory protein DesR
KNDGMFLB_03690	CDS	1116	desK_2	2.7.13.3	COG4585	Sensor histidine kinase DesK
KNDGMFLB_03691	CDS	738				hypothetical protein
KNDGMFLB_03692	CDS	903	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KNDGMFLB_03693	CDS	810	rsbQ			Sigma factor SigB regulation protein RsbQ
KNDGMFLB_03694	CDS	1212	rsbP	3.1.3.3	COG2208	Phosphoserine phosphatase RsbP
KNDGMFLB_03695	CDS	1290	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
KNDGMFLB_03696	CDS	2061	ganA	3.2.1.23	COG1874	Beta-galactosidase GanA
KNDGMFLB_03697	CDS	852	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
KNDGMFLB_03698	CDS	1257				hypothetical protein
KNDGMFLB_03699	CDS	1266	cycB		COG2182	Cyclodextrin-binding protein
KNDGMFLB_03700	CDS	993	lacR_2		COG1609	HTH-type transcriptional regulator LacR
KNDGMFLB_03701	CDS	723	lutR_2		COG2186	HTH-type transcriptional regulator LutR
KNDGMFLB_03702	CDS	1692	lutP		COG1620	L-lactate permease
KNDGMFLB_03703	CDS	1311	rpoN		COG1508	RNA polymerase sigma-54 factor
KNDGMFLB_03704	CDS	219	yvfG			putative protein YvfG
KNDGMFLB_03705	CDS	969	epsO	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
KNDGMFLB_03706	CDS	1167	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
KNDGMFLB_03707	CDS	651	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
KNDGMFLB_03708	CDS	609	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
KNDGMFLB_03709	CDS	1518	epsK			putative membrane protein EpsK
KNDGMFLB_03710	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
KNDGMFLB_03711	CDS	1077	epsI	2.-.-.-	COG5039	Putative pyruvyl transferase EpsI
KNDGMFLB_03712	CDS	1035	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
KNDGMFLB_03713	CDS	1104	epsG			Transmembrane protein EpsG
KNDGMFLB_03714	CDS	1164	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
KNDGMFLB_03715	CDS	837	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
KNDGMFLB_03716	CDS	1146	epsD	2.4.-.-		Putative glycosyltransferase EpsD
KNDGMFLB_03717	CDS	1797	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
KNDGMFLB_03718	CDS	684	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
KNDGMFLB_03719	CDS	705	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
KNDGMFLB_03720	CDS	459				hypothetical protein
KNDGMFLB_03721	CDS	1470	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
KNDGMFLB_03722	CDS	192				hypothetical protein
KNDGMFLB_03723	CDS	486	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
KNDGMFLB_03724	CDS	312				hypothetical protein
KNDGMFLB_03725	CDS	684	racX	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
KNDGMFLB_03726	CDS	1356	pbpE		COG1680	Penicillin-binding protein 4*
KNDGMFLB_03727	CDS	1422	sacB	2.4.1.10		Levansucrase
KNDGMFLB_03728	CDS	1551	levB	3.2.1.64	COG1621	Levanbiose-producing levanase
KNDGMFLB_03729	CDS	1563	yveA_2		COG0531	Aspartate-proton symporter
KNDGMFLB_03730	CDS	585	yvdT			putative HTH-type transcriptional regulator YvdT
KNDGMFLB_03731	CDS	336	gdx_1			Guanidinium exporter
KNDGMFLB_03732	CDS	321	gdx_2			Guanidinium exporter
KNDGMFLB_03733	CDS	513				hypothetical protein
KNDGMFLB_03734	CDS	1344	yvdP_2	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
KNDGMFLB_03735	CDS	963	cotR	3.1.1.-	COG3621	Putative sporulation hydrolase CotR
KNDGMFLB_03736	tRNA	81				tRNA-Arg(ccg)
KNDGMFLB_03737	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
KNDGMFLB_03738	CDS	681	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
KNDGMFLB_03739	CDS	1686	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
KNDGMFLB_03740	CDS	2274	malP_2	2.4.1.8		Maltose phosphorylase
KNDGMFLB_03741	CDS	891				hypothetical protein
KNDGMFLB_03742	CDS	837	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
KNDGMFLB_03743	CDS	1308				hypothetical protein
KNDGMFLB_03744	CDS	1254	mdxE		COG2182	Maltodextrin-binding protein MdxE
KNDGMFLB_03745	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
KNDGMFLB_03746	CDS	951	purR_2		COG1609	HTH-type transcriptional repressor PurR
KNDGMFLB_03747	CDS	576	yvdD		COG1611	LOG family protein YvdD
KNDGMFLB_03748	CDS	321				hypothetical protein
KNDGMFLB_03749	CDS	1593	dauA		COG0659	C4-dicarboxylic acid transporter DauA
KNDGMFLB_03750	CDS	585	csh_2	3.13.1.5		Carbon disulfide hydrolase
KNDGMFLB_03751	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
KNDGMFLB_03752	CDS	1941	yxdM_1			ABC transporter permease protein YxdM
KNDGMFLB_03753	CDS	780	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
KNDGMFLB_03754	CDS	1071	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
KNDGMFLB_03755	CDS	714	graR_2		COG0745	Response regulator protein GraR
KNDGMFLB_03756	CDS	210				hypothetical protein
KNDGMFLB_03757	CDS	756	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
KNDGMFLB_03758	CDS	258	crh		COG1925	HPr-like protein Crh
KNDGMFLB_03759	CDS	951	whiA		COG1481	putative cell division protein WhiA
KNDGMFLB_03760	CDS	996			COG0391	Gluconeogenesis factor
KNDGMFLB_03761	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
KNDGMFLB_03762	CDS	477	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
KNDGMFLB_03763	CDS	951	trxB	1.8.1.9	COG0492	Thioredoxin reductase
KNDGMFLB_03764	CDS	1422	cwlO	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
KNDGMFLB_03765	CDS	1455				hypothetical protein
KNDGMFLB_03766	CDS	1770	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
KNDGMFLB_03767	CDS	360				hypothetical protein
KNDGMFLB_03768	CDS	1911				hypothetical protein
KNDGMFLB_03769	CDS	726	yvcA			Putative lipoprotein YvcA
KNDGMFLB_03770	CDS	630	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
KNDGMFLB_03771	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
KNDGMFLB_03772	CDS	738	priA_2	5.3.1.16	COG0106	Phosphoribosyl isomerase A
KNDGMFLB_03773	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
KNDGMFLB_03774	CDS	585	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
KNDGMFLB_03775	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
KNDGMFLB_03776	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
KNDGMFLB_03777	CDS	1176	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
KNDGMFLB_03778	CDS	753				hypothetical protein
KNDGMFLB_03779	CDS	666	pelC	4.2.2.2		Pectate lyase C
KNDGMFLB_03780	CDS	519	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KNDGMFLB_03781	CDS	651	ppaX_2	3.6.1.1	COG0546	Pyrophosphatase PpaX
KNDGMFLB_03782	CDS	939				hypothetical protein
KNDGMFLB_03783	CDS	810	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
KNDGMFLB_03784	CDS	933	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
KNDGMFLB_03785	CDS	1191	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
KNDGMFLB_03786	CDS	729	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
KNDGMFLB_03787	CDS	732	nagR_2		COG2188	HTH-type transcriptional repressor NagR
KNDGMFLB_03788	CDS	3870	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
KNDGMFLB_03789	CDS	474				hypothetical protein
KNDGMFLB_03790	CDS	1218	cypX	1.14.15.13	COG2124	Pulcherriminic acid synthase
KNDGMFLB_03791	CDS	747	yvmC	2.3.2.22		Cyclo(L-leucyl-L-leucyl) synthase
KNDGMFLB_03792	CDS	510	pchR_2			HTH-type transcriptional regulator PchR
KNDGMFLB_03793	CDS	1212	ymfD_3			Bacillibactin exporter
KNDGMFLB_03794	CDS	360				hypothetical protein
KNDGMFLB_03795	CDS	198				hypothetical protein
KNDGMFLB_03796	CDS	1098				hypothetical protein
KNDGMFLB_03797	CDS	327				hypothetical protein
KNDGMFLB_03798	CDS	231				hypothetical protein
KNDGMFLB_03799	CDS	483	yvzB		COG1344	Putative flagellin YvzB
KNDGMFLB_03800	CDS	2874	uvrA			UvrABC system protein A
KNDGMFLB_03801	CDS	1986	uvrB		COG0556	UvrABC system protein B
KNDGMFLB_03802	CDS	231	csbA		COG4897	Protein CsbA
KNDGMFLB_03803	CDS	2496				hypothetical protein
KNDGMFLB_03804	CDS	570	bm3R1_2			HTH-type transcriptional repressor Bm3R1
KNDGMFLB_03805	CDS	1335	ribZ_1			Riboflavin transporter RibZ
KNDGMFLB_03806	CDS	1194	minJ		COG0265	Cell division topological determinant MinJ
KNDGMFLB_03807	CDS	336				hypothetical protein
KNDGMFLB_03808	CDS	1443	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
KNDGMFLB_03809	CDS	900	ftsX		COG2177	Cell division protein FtsX
KNDGMFLB_03810	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
KNDGMFLB_03811	CDS	339	cccB		COG2010	Cytochrome c-551
KNDGMFLB_03812	CDS	846				hypothetical protein
KNDGMFLB_03813	CDS	984	prfB			Peptide chain release factor 2
KNDGMFLB_03814	CDS	2526	secA		COG0653	Protein translocase subunit SecA
KNDGMFLB_03815	CDS	570	yvyD		COG1544	Ribosome hibernation promotion factor
KNDGMFLB_03816	CDS	378				hypothetical protein
KNDGMFLB_03817	CDS	342	fliT			Flagellar protein FliT
KNDGMFLB_03818	CDS	402	fliS		COG1516	Flagellar secretion chaperone FliS
KNDGMFLB_03819	CDS	1497	fliD		COG1345	Flagellar hook-associated protein 2
KNDGMFLB_03820	CDS	330	yvyC		COG1334	putative protein YvyC
KNDGMFLB_03821	CDS	915	hag		COG1344	Flagellin
KNDGMFLB_03822	CDS	225	csrA		COG1551	Translational regulator CsrA
KNDGMFLB_03823	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
KNDGMFLB_03824	CDS	576	yviE			putative protein YviE
KNDGMFLB_03825	CDS	897	flaB3		COG1344	Flagellin FlaB3
KNDGMFLB_03826	CDS	1524				hypothetical protein
KNDGMFLB_03827	CDS	483	yvyG			putative protein YvyG
KNDGMFLB_03828	CDS	267				hypothetical protein
KNDGMFLB_03829	CDS	420				hypothetical protein
KNDGMFLB_03830	CDS	723				hypothetical protein
KNDGMFLB_03831	CDS	297	comFB			ComF operon protein 2
KNDGMFLB_03832	CDS	1392	comFA	3.6.4.12	COG4098	ComF operon protein 1
KNDGMFLB_03833	CDS	846	degV		COG1307	Protein DegV
KNDGMFLB_03834	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
KNDGMFLB_03835	CDS	1158	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
KNDGMFLB_03836	CDS	654	yigZ		COG1739	IMPACT family member YigZ
KNDGMFLB_03837	CDS	1176	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
KNDGMFLB_03838	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
KNDGMFLB_03839	CDS	1200	tuaH	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
KNDGMFLB_03840	CDS	759	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
KNDGMFLB_03841	CDS	681	tuaF			Teichuronic acid biosynthesis protein TuaF
KNDGMFLB_03842	CDS	1467	tuaE			Teichuronic acid biosynthesis protein TuaE
KNDGMFLB_03843	CDS	1386	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
KNDGMFLB_03844	CDS	1170	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
KNDGMFLB_03845	CDS	1452	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
KNDGMFLB_03846	CDS	660				hypothetical protein
KNDGMFLB_03847	CDS	1491	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
KNDGMFLB_03848	CDS	2118	lytB		COG2247	Amidase enhancer
KNDGMFLB_03849	CDS	309	lytA			Membrane-bound protein LytA
KNDGMFLB_03850	CDS	921	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KNDGMFLB_03851	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
KNDGMFLB_03852	CDS	879	gtaB_3	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
KNDGMFLB_03853	CDS	2703				hypothetical protein
KNDGMFLB_03854	CDS	1341				hypothetical protein
KNDGMFLB_03855	CDS	102				hypothetical protein
KNDGMFLB_03856	CDS	597	gtaB_4	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
KNDGMFLB_03857	CDS	1584	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
KNDGMFLB_03858	CDS	828	tagG		COG1682	Teichoic acid translocation permease protein TagG
KNDGMFLB_03859	CDS	2241	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
KNDGMFLB_03860	CDS	2022	tagE	2.4.1.52	COG0438	Poly(glycerol-phosphate) alpha-glucosyltransferase
KNDGMFLB_03861	CDS	390	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
KNDGMFLB_03862	CDS	771	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
KNDGMFLB_03863	CDS	1146	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
KNDGMFLB_03864	CDS	1329				hypothetical protein
KNDGMFLB_03865	CDS	2643	lytD	3.2.1.96	COG4193	Beta-N-acetylglucosaminidase
KNDGMFLB_03866	CDS	951	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
KNDGMFLB_03867	CDS	1452	gerBA_3			Spore germination protein B1
KNDGMFLB_03868	CDS	1113	gerBB			Spore germination protein B2
KNDGMFLB_03869	CDS	1125	gerBC_4			Spore germination protein B3
KNDGMFLB_03870	CDS	1374	csbC_1			putative metabolite transport protein CsbC
KNDGMFLB_03871	CDS	969	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
KNDGMFLB_03872	CDS	861	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
KNDGMFLB_03873	CDS	1362	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
KNDGMFLB_03874	CDS	168				hypothetical protein
KNDGMFLB_03875	CDS	1143	capA			Capsule biosynthesis protein CapA
KNDGMFLB_03876	CDS	450	capC			Capsule biosynthesis protein CapC
KNDGMFLB_03877	CDS	1182	capB			Capsule biosynthesis protein CapB
KNDGMFLB_03878	CDS	981	ccpA_2		COG1609	Catabolite control protein A
KNDGMFLB_03879	CDS	882	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
KNDGMFLB_03880	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
KNDGMFLB_03881	CDS	1482	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
KNDGMFLB_03882	CDS	969	rbsC		COG1172	Ribose import permease protein RbsC
KNDGMFLB_03883	CDS	918	rbsB		COG1879	Ribose import binding protein RbsB
KNDGMFLB_03884	CDS	537	ywsB			Cell wall-binding protein YwsB
KNDGMFLB_03885	CDS	297				hypothetical protein
KNDGMFLB_03886	CDS	528	ywrO_3	1.6.99.-	COG2249	General stress protein 14
KNDGMFLB_03887	CDS	768	alsD	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
KNDGMFLB_03888	CDS	1716	alsS	2.2.1.6	COG0028	Acetolactate synthase
KNDGMFLB_03889	CDS	909	hcaR			Hca operon transcriptional activator HcaR
KNDGMFLB_03890	CDS	1215	arsB_2		COG1055	Arsenical pump membrane protein
KNDGMFLB_03891	CDS	678				hypothetical protein
KNDGMFLB_03892	CDS	1143				hypothetical protein
KNDGMFLB_03893	CDS	1089	cotH_2		COG5337	Inner spore coat protein H
KNDGMFLB_03894	CDS	588	cotG			Spore coat protein G
KNDGMFLB_03895	CDS	618				hypothetical protein
KNDGMFLB_03896	CDS	336				hypothetical protein
KNDGMFLB_03897	CDS	1578	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
KNDGMFLB_03898	CDS	477				hypothetical protein
KNDGMFLB_03899	CDS	594				hypothetical protein
KNDGMFLB_03900	CDS	537	chrA			Chromate transport protein
KNDGMFLB_03901	CDS	222				hypothetical protein
KNDGMFLB_03902	CDS	546	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
KNDGMFLB_03903	CDS	882	gltR_4		COG0583	HTH-type transcriptional regulator GltR
KNDGMFLB_03904	CDS	717	nfi	3.1.21.7	COG1515	Endonuclease V
KNDGMFLB_03905	CDS	465	ywqK			Putative antitoxin YwqK
KNDGMFLB_03906	CDS	1809	ywqJ	3.1.-.-	COG5444	Putative ribonuclease YwqJ
KNDGMFLB_03907	CDS	261				hypothetical protein
KNDGMFLB_03908	CDS	423				hypothetical protein
KNDGMFLB_03909	CDS	786	ywqG		COG3878	putative protein YwqG
KNDGMFLB_03910	CDS	1323	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
KNDGMFLB_03911	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
KNDGMFLB_03912	CDS	684	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
KNDGMFLB_03913	CDS	747	ywqC_2		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
KNDGMFLB_03914	CDS	144				hypothetical protein
KNDGMFLB_03915	CDS	1611				hypothetical protein
KNDGMFLB_03916	CDS	2769	rapA_4	3.6.4.-		RNA polymerase-associated protein RapA
KNDGMFLB_03917	CDS	858	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
KNDGMFLB_03918	CDS	777	glcR		COG1349	HTH-type transcriptional repressor GlcR
KNDGMFLB_03919	CDS	342	ssbB		COG0629	Single-stranded DNA-binding protein B
KNDGMFLB_03920	CDS	384	ywpG			putative protein YwpG
KNDGMFLB_03921	CDS	411				hypothetical protein
KNDGMFLB_03922	CDS	309	ywpE	3.4.22.-	COG3764	Putative sortase YwpE
KNDGMFLB_03923	CDS	867				hypothetical protein
KNDGMFLB_03924	CDS	393	mscL		COG1970	Large-conductance mechanosensitive channel
KNDGMFLB_03925	CDS	471	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KNDGMFLB_03926	CDS	1065	rapF_2	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
KNDGMFLB_03927	CDS	810	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
KNDGMFLB_03928	CDS	813	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
KNDGMFLB_03929	CDS	1002	mbl		COG1077	Cell shape-determining protein Mbl
KNDGMFLB_03930	CDS	282	spoIIID			Stage III sporulation protein D
KNDGMFLB_03931	CDS	414			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
KNDGMFLB_03932	CDS	1191	pbuE_4		COG2814	Purine efflux pump PbuE
KNDGMFLB_03933	CDS	1407				hypothetical protein
KNDGMFLB_03934	CDS	1473	pucI		COG1953	putative allantoin permease
KNDGMFLB_03935	CDS	1362	ribZ_2			Riboflavin transporter RibZ
KNDGMFLB_03936	CDS	570	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
KNDGMFLB_03937	CDS	462				hypothetical protein
KNDGMFLB_03938	CDS	1215	nrgA			Ammonium transporter
KNDGMFLB_03939	CDS	351	nrgB		COG0347	Nitrogen regulatory PII-like protein
KNDGMFLB_03940	CDS	582	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
KNDGMFLB_03941	CDS	423	ywnJ			putative membrane protein YwnJ
KNDGMFLB_03942	CDS	852	spoIIQ		COG0739	Stage II sporulation protein Q
KNDGMFLB_03943	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
KNDGMFLB_03944	CDS	519				hypothetical protein
KNDGMFLB_03945	CDS	435				hypothetical protein
KNDGMFLB_03946	CDS	1491	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
KNDGMFLB_03947	CDS	774	mta		COG0789	HTH-type transcriptional activator mta
KNDGMFLB_03948	CDS	384				hypothetical protein
KNDGMFLB_03949	CDS	642				hypothetical protein
KNDGMFLB_03950	CDS	402	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
KNDGMFLB_03951	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
KNDGMFLB_03952	CDS	375	ureB	3.5.1.5	COG0832	Urease subunit beta
KNDGMFLB_03953	CDS	318	ureA	3.5.1.5	COG0831	Urease subunit gamma
KNDGMFLB_03954	CDS	165				hypothetical protein
KNDGMFLB_03955	CDS	189	csbD		COG3237	Stress response protein CsbD
KNDGMFLB_03956	CDS	639				hypothetical protein
KNDGMFLB_03957	CDS	1134	rapA_5	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
KNDGMFLB_03958	CDS	1026	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
KNDGMFLB_03959	CDS	789	fdhD		COG1526	Sulfur carrier protein FdhD
KNDGMFLB_03960	CDS	162				hypothetical protein
KNDGMFLB_03961	CDS	675				hypothetical protein
KNDGMFLB_03962	CDS	684				hypothetical protein
KNDGMFLB_03963	CDS	1032				hypothetical protein
KNDGMFLB_03964	CDS	1311	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
KNDGMFLB_03965	CDS	741	ywmB			putative protein YwmB
KNDGMFLB_03966	CDS	231				hypothetical protein
KNDGMFLB_03967	CDS	474				hypothetical protein
KNDGMFLB_03968	CDS	399	atpC		COG0355	ATP synthase epsilon chain
KNDGMFLB_03969	CDS	1422	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
KNDGMFLB_03970	CDS	864	atpG		COG0224	ATP synthase gamma chain
KNDGMFLB_03971	CDS	1509	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
KNDGMFLB_03972	CDS	546	atpH		COG0712	ATP synthase subunit delta
KNDGMFLB_03973	CDS	513	atpF		COG0711	ATP synthase subunit b
KNDGMFLB_03974	CDS	213	atpE		COG0636	ATP synthase subunit c
KNDGMFLB_03975	CDS	735	atpB		COG0356	ATP synthase subunit a
KNDGMFLB_03976	CDS	384				hypothetical protein
KNDGMFLB_03977	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
KNDGMFLB_03978	CDS	1248	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
KNDGMFLB_03979	CDS	543				hypothetical protein
KNDGMFLB_03980	CDS	450	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
KNDGMFLB_03981	CDS	453	ywlE	3.9.1.2	COG0394	Protein-arginine-phosphatase
KNDGMFLB_03982	CDS	558	mntP		COG1971	putative manganese efflux pump MntP
KNDGMFLB_03983	CDS	1041	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
KNDGMFLB_03984	CDS	444				hypothetical protein
KNDGMFLB_03985	CDS	675				hypothetical protein
KNDGMFLB_03986	CDS	363				hypothetical protein
KNDGMFLB_03987	CDS	288				hypothetical protein
KNDGMFLB_03988	CDS	867	prmC	2.1.1.297		Release factor glutamine methyltransferase
KNDGMFLB_03989	CDS	1071	prfA		COG0216	Peptide chain release factor 1
KNDGMFLB_03990	CDS	387				hypothetical protein
KNDGMFLB_03991	CDS	555	racA			Chromosome-anchoring protein RacA
KNDGMFLB_03992	CDS	960				hypothetical protein
KNDGMFLB_03993	CDS	1698	maeA_2	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
KNDGMFLB_03994	CDS	588	tdk_2	2.7.1.21	COG1435	Thymidine kinase
KNDGMFLB_03995	CDS	201	rpmE		COG0254	50S ribosomal protein L31
KNDGMFLB_03996	CDS	1284	rho	3.6.4.-	COG1158	Transcription termination factor Rho
KNDGMFLB_03997	CDS	966	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
KNDGMFLB_03998	CDS	1290	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
KNDGMFLB_03999	CDS	639	tal	2.2.1.2	COG0176	Transaldolase
KNDGMFLB_04000	CDS	858	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
KNDGMFLB_04001	CDS	375	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
KNDGMFLB_04002	CDS	522				hypothetical protein
KNDGMFLB_04003	CDS	1608	pyrG	6.3.4.2		CTP synthase
KNDGMFLB_04004	CDS	522	rpoE		COG3343	DNA-directed RNA polymerase subunit delta
KNDGMFLB_04005	CDS	1140	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
KNDGMFLB_04006	CDS	2118	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
KNDGMFLB_04007	CDS	1197	clsB		COG1502	Minor cardiolipin synthase ClsB
KNDGMFLB_04008	CDS	963	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
KNDGMFLB_04009	CDS	273				hypothetical protein
KNDGMFLB_04010	CDS	525				IS1595 family transposase ISCac2
KNDGMFLB_04011	CDS	1728		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KNDGMFLB_04012	CDS	1503	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
KNDGMFLB_04013	CDS	672	narX		COG2180	Nitrate reductase-like protein NarX
